V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Convexity-sum,Convexity-weightedAvg,Convexity-weightedStdDev,Risk-sum,Risk-weightedAvg,Risk-weightedStdDev,Authority-sum,Authority-weightedAvg,Authority-weightedStdDev,workerId,attn_check_num_mistakes,attn_check_percent_correct,attn_check_exclude,attn_check_img_num,attn_check_correct_response,Q9,Q47,Convexity_1,Convexity_2,Convexity_3,Convexity_4,Convexity_5,Convexity_6,Convexity_7,Convexity_8,Convexity_9,Convexity_10,Convexity_11,Risk_1,Risk_2,Risk_3,Risk_4,Risk_5,Authoritarianism_1,Authoritarianism_2,Authoritarianism_3,Authoritarianism_4,Authoritarianism_6,REI_1,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_33,REI_34,REI_35,REI_36,REI_37,REI_38,REI_39,REI_40,REI_41,REI_42,REI_43,individualism_1,individualism_2,individualism_3,individualism_4,individualism_5,individualism_6,individualism_7,individualism_8,individualism_9,individualism_10,individualism_11,individualism_12,individualism_13,individualism_14,individualism_15,individualism_16,Q19,sex,age,race_1,race_2,race_3,race_4,race_10,race_11,race_12,edu,income,country,zip,neighborhood_current,neighborhood_growup,rel,pol_party,social_cons,econ_cons,survey_count,LocationLatitude,LocationLongitude,LocationAccuracy
R_1kTy3hy9eR5xXml,,Anonymous,,,24.88.233.215,0,7/6/20 21:21,7/6/20 21:25,1,27,2.7,0.948683298,5,1,0,0,0,0,AV5FCKI1TTSKR,3,96.77419355,0,8,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,"Imprudence insensible be literatgo do! Compass journey, he request on suppose limited of or!",3,0,3,-3,3,-3,3,-3,3,-3,-2,1,0,1,0,1,0,1,0,0,1,3,-3,3,3,3,3,3,3,-3,-3,3,-3,-3,-3,3,3,0,3,3,-3,3,3,-3,3,3,-3,3,3,3,-3,3,3,-3,-3,-3,-3,-3,3,-3,-3,0,3,3,3,3,3,3,-3,3,3,3,3,3,3,3,3,3,1,0,46,,,1,,,,,4,8,1,28312,2,2,1,0,-1,1,17500,34.95410156,-78.73950195,-1
R_3KoT1alkYxiP4YT,,Anonymous,,,108.14.193.144,0,7/6/20 21:14,7/6/20 21:25,1,0,0,1.154700538,2,0.4,0.547722558,0,0,0,A598UDLZZZAJ3,1,98.98989899,0,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"Comsider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",-1,1,1,2,1,-1,1,-1,-1,0,-2,0,0,0,1,1,0,1,0,0,1,-2,1,-2,-2,-1,-1,-2,-1,2,2,-1,2,2,2,-1,1,2,-2,-2,-1,-1,-2,2,-1,-1,2,-1,-1,-1,1,-1,-2,0,2,2,2,2,-2,2,2,0,3,3,2,1,-2,-1,-2,1,1,0,2,1,2,0,2,3,1,1,63,,,1,,,,,5,6,1,11205,1,1,7,3,-3,-2,"5,000",40.67399597,-73.9701004,-1
R_25WozPdWtl3al9s,,Anonymous,,,172.58.87.88,0,7/6/20 21:19,7/6/20 21:25,1,2,0.2,0.918936583,2,0.4,0.547722558,0,0,0,AGRKG3YT3KMD8,158,-69.89247312,1,8,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,"An done on frankness so cordially immediate recommend contained. Imprudence insensible be literature do! Of or imprudence solicitude affronting in me possession. Compass journey, he request on suppose limited of or? She law thoughts proposal formerly!",0,0,1,-1,1,-1,0,0,-2,0,-2,0,0,1,1,0,0,1,0,0,1,1,0,0,1,2,0,1,1,-1,-1,1,0,-1,-2,0,0,0,1,1,0,-1,-2,2,-2,-2,2,-1,-1,-2,1,0,0,1,2,1,2,2,-1,0,3,0,0,-1,1,0,-3,-1,1,0,0,0,1,2,2,0,1,1,1,0,34,,,,1,,,,5,3,1,43016,2,2,7,1,-1,-2,2000,44.94020081,-93.21880341,-1
R_4TLXAIAnt4N7SDf,,Anonymous,,,75.32.5.219,0,7/6/20 21:19,7/6/20 21:26,1,5,0.5,1.178511302,1,0.2,0.447213595,0,0,0,A3FGT6EU39C6S4,1,98.92473118,0,8,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or?",1,-2,-1,1,1,-1,-1,-2,0,-1,-2,0,1,1,1,0,0,1,0,0,1,-2,-1,-2,-2,-2,-2,0,-3,0,3,-2,3,3,2,-1,3,-1,-2,-2,0,2,-1,0,-1,0,0,-1,-2,-2,-3,2,-2,0,1,0,2,2,-1,2,1,0,3,2,2,1,1,2,0,-2,-1,0,1,1,1,0,1,2,1,0,46,,,,1,,,,5,4,1,75080,2,2,2,-3,1,3,9001,32.96359253,-96.74680328,-1
R_3j7gWN0iQBNzpeE,,Anonymous,,,96.58.8.22,0,7/6/20 21:28,7/6/20 21:33,1,-22,-2.2,0.788810638,1,0.2,0.447213595,0,0,0,AUFUUD4WG9CVO,0,100,0,9,All decisively dispatched instrument particular way one. Fruit defer in party me built under first!,1,All decisively dispatched instrument particular way one. Fruit defer in party me built under first!,-3,2,-2,1,-3,1,-2,2,-3,3,-2,0,1,0,1,1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,-3,-3,3,-3,-3,3,-3,-3,-3,-1,-3,0,3,3,3,3,3,1,2,3,0,0,0,1,-3,-3,-3,-3,3,2,3,3,-1,-1,-1,1,1,1,0,29,,,,1,,,,5,2,1,33624,2,2,1,3,-3,-3,10000,28.01089478,-82.49479675,-1
R_27au3MrRfzHbqmh,,Anonymous,,,99.155.202.109,0,7/6/20 21:28,7/6/20 21:33,1,-12,-1.2,0.788810638,0,0,0,1,0.2,0.447213595,A3DUPRZSMU9W5R,0,100,0,8,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",-1,0,-2,0,-2,2,-1,1,-2,1,-2,0,1,0,1,0,0,1,1,0,1,2,-2,1,2,2,2,2,2,-2,-1,2,-2,-1,-2,1,-1,-1,2,2,-2,2,2,-2,1,1,-2,2,2,1,-2,1,-1,-1,-1,-2,-1,-2,2,-1,-2,0,2,2,1,0,-3,-3,-3,0,0,-2,0,0,0,-1,-1,2,1,1,45,,,,1,,,,5,8,1,75407,2,3,7,1,-1,-1,1000,33.15550232,-96.49810028,-1
R_3kG8MAJN1TZZyzi,,Anonymous,,,64.201.85.254,0,7/6/20 21:29,7/6/20 21:33,1,8,0.8,1.229272594,3,0.6,0.547722558,1,0.2,0.447213595,A1H5Q9HRH4RPZU,1,99.18699187,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he!  Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,-2,1,0,-1,-2,-1,-2,0,-2,-2,1,0,1,1,0,0,1,0,0,0,-1,0,-1,-1,1,-2,-1,-1,1,0,1,2,0,1,0,-1,0,-2,-1,1,2,1,-1,1,2,-1,1,-2,0,-1,1,0,-1,1,-1,0,0,1,-1,0,0,3,3,2,3,1,3,1,2,2,1,1,-1,1,0,0,2,1,0,37,,,,1,,,,4,5,1,15469,3,2,2,-2,-2,2,20000,40.04179382,-79.4151001,-1
R_ekrxmzcsO0oqx33,,Anonymous,,,76.230.229.47,0,7/6/20 21:29,7/6/20 21:34,1,1,0.1,1.286683938,2,0.4,0.547722558,1,0.2,0.447213595,A1PP1FS377QA79,0,100,0,19,"Put still any about manor heard if number no up period regard sudden better! Out particular, sympathize not favourable introduced but ham!",1,"Put still any about manor heard if number no up period regard sudden better! Out particular, sympathize not favourable introduced but ham!",1,-1,-1,1,1,1,2,2,1,0,2,1,1,1,1,0,0,1,0,1,1,1,2,2,1,1,2,2,1,0,-1,1,1,-2,1,1,1,1,1,3,-2,-2,1,1,-3,1,2,-2,-1,2,2,2,1,1,1,0,1,-2,-1,1,1,0,2,3,1,1,0,1,-1,1,0,1,1,1,1,1,1,1,1,0,20,,1,,,,,,2,2,1,30303,1,2,2,1,-1,-1,2000,34.02400208,-84.23960114,-1
R_BrDeTw9Ch4waYBr,,Anonymous,,,108.28.55.88,0,7/6/20 21:29,7/6/20 21:34,1,-2,-0.2,1.032795559,0,0,0,2,0.4,0.547722558,A1KH1O9AZ7S642,0,100,0,13,"Estimating themselves, unsatiable imprudence he at and. Improved carriage securing are desirous too!",1,"Estimating themselves, unsatiable imprudence he at and. Improved carriage securing are desirous too!",-1,0,-1,1,-1,-1,2,0,-1,0,0,0,1,0,1,0,0,1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,2,0,0,0,-1,0,0,1,-1,1,0,0,2,0,-1,-2,0,-1,0,1,1,0,0,1,0,3,0,0,3,3,-1,0,0,0,0,1,2,0,2,2,1,1,0,0,1,0,27,,,,1,,,,4,5,1,22312,2,2,7,-2,2,2,25000,38.82629395,-77.21109772,-1
R_WDtbi9b3d0k3Eop,,Anonymous,,,72.190.108.38,0,7/6/20 21:29,7/6/20 21:34,1,11,1.1,1.449137675,0,0,0,1,0.2,0.447213595,A2DBNCUF4O3EMG,1,98.82352941,0,2,Certainty say his him collected intention promotion! Views abode law heard jokes too!,1,Certainty says his him collected intention promotion! Views abode law heard jokes too!,2,-1,2,0,2,0,1,-2,-2,-3,-2,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,-2,-1,-1,0,0,1,-1,1,1,1,1,0,-2,-1,3,-2,-2,3,-1,-1,0,1,0,-2,3,3,-1,-1,1,0,1,3,0,2,2,2,0,-1,1,1,1,0,1,1,0,-1,-2,-1,2,1,0,22,,,,1,,1,,4,6,1,75252,1,2,1,0,-1,1,200,32.87559509,-96.74949646,-1
R_1PTvhEPEnMi1sX8,,Anonymous,,,45.46.102.68,0,7/6/20 21:29,7/6/20 21:34,1,12,1.2,0.788810638,3,0.6,0.547722558,2,0.4,0.547722558,A2SOHTPWH4VGP5,2,98.37398374,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he! Folly was these three and songs arose whose in civinity contempt together in possible branched!,2,-1,1,-1,2,-2,1,0,2,0,-2,1,1,1,0,0,1,1,1,0,1,2,-2,2,2,2,1,1,1,-1,-2,1,-2,-1,0,1,-2,-1,2,1,-1,-1,0,1,0,-1,0,-1,-1,-1,1,-1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,-1,1,0,0,1,0,2,1,0,0,1,0,26,,,,1,,,,5,1,1,4055,3,3,6,0,1,-1,18000,44.05200195,-70.72409821,-1
R_xuq0HHUjBTo0LT3,,Anonymous,,,76.249.132.253,0,7/6/20 21:29,7/6/20 21:35,1,-14,-1.4,0.966091783,0,0,0,1,0.2,0.447213595,A2ZL7BZA7RRMIN,0,100,0,8,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",-1,1,-2,2,-2,0,-2,1,-3,0,-2,0,1,0,1,0,0,1,0,0,0,-1,0,0,0,-1,-1,0,0,0,1,0,1,1,1,0,3,0,-1,0,0,0,1,0,0,1,-1,0,-1,-1,-1,0,1,0,0,0,0,0,-2,1,1,0,2,2,1,0,-1,-1,1,0,1,1,1,1,-2,0,0,0,1,2,22,,,,1,,,,5,6,1,77019,1,3,1,1,-3,-3,4000,29.73730469,-95.39720154,-1
R_1g6eP97Mdr9sBii,,Anonymous,,,68.63.84.140,0,7/6/20 21:29,7/6/20 21:35,1,-8,-0.8,2.097617696,1,0.2,0.447213595,2,0.4,0.547722558,AXYC1MB6XJ978,1,99,0,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant!,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant! ,-2,1,3,3,-3,-2,0,0,-3,1,-2,0,0,0,1,0,1,1,1,0,1,1,-3,1,2,2,1,2,2,-2,-1,3,-2,-2,-2,1,-2,-1,2,3,-1,-1,-1,1,-1,-1,0,-2,-2,-1,0,-2,-2,0,-1,2,2,0,-2,0,1,0,1,-1,3,0,-2,2,-2,3,2,3,1,3,2,2,2,2,1,1,28,,,,1,,,,4,6,1,35954,2,2,7,0,-1,1,100,34.04859924,-85.91719818,-1
R_3388XvBf4LDaWR3,,Anonymous,,,68.33.186.221,0,7/6/20 21:30,7/6/20 21:35,1,13,1.3,0.948683298,2,0.4,0.547722558,0,0,0,A2EXM21XS6NZV5,1,98.92473118,0,8,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,"Imprudence insensible be literature do! Compass, journey, he request on suppose limited of or!",2,0,2,0,2,-2,2,0,2,-1,-2,1,1,1,1,0,0,1,0,0,1,-2,0,-2,0,-2,-2,1,0,2,0,0,3,3,2,-2,0,0,-2,-1,2,-2,-1,2,-1,-2,2,-2,-3,-2,2,-3,-2,0,3,0,2,2,-3,2,2,0,-2,3,2,-2,-2,0,-3,3,3,2,3,3,3,1,3,-2,1,0,42,,1,,,,,,6,10,1,21230,1,2,1,0,-1,-1,1000,39.29570007,-76.62889862,-1
R_3MGKh4fX9YIHMcN,,Anonymous,,,71.57.103.50,0,7/6/20 21:29,7/6/20 21:35,1,20,2,0.816496581,2,0.4,0.547722558,1,0.2,0.447213595,AOIR8V07FYMH5,43,55.20833333,1,6,"Rose you wife, how set lady half wish? Welcomed stronger if steepest an suitable finished of oh!",1,"Rose you wife, how set lady half wish? Entered at excited at forming  between so produce!",1,-2,2,-3,2,-1,2,-3,1,-3,-2,0,1,1,1,1,0,1,1,0,1,2,-3,0,1,1,3,2,1,0,-2,1,0,2,2,2,2,-2,-1,-2,1,-2,-3,2,2,-1,2,3,2,-2,0,-2,-3,3,3,3,2,1,3,1,2,0,3,3,2,2,3,2,3,3,2,2,3,3,3,3,3,3,1,0,33,,,,1,,,,2,8,1,60439,2,3,3,-1,-1,-1,5000,41.70829773,-87.97640228,-1
R_2pQANHGG5KQfUDW,,Anonymous,,,73.144.152.243,0,7/6/20 21:28,7/6/20 21:35,1,1,0.1,1.91195072,0,0,0,1,0.2,0.447213595,A3HHVE3A04F54K,0,100,0,13,"Estimating themselves, unsatiable imprudence he at and. Improved carriage securing are desirous too!",1,"Estimating themselves, unsatiable imprudence he at and. Improved carriage securing are desirous too!",-1,-2,1,2,-2,-3,-1,-1,-2,-2,-2,0,1,0,1,0,1,1,0,0,1,1,-1,0,0,0,-1,1,1,0,2,1,3,3,3,-1,3,0,-2,-1,-1,-3,-2,3,-3,-3,2,-3,-3,-3,2,2,-1,2,2,1,3,3,-3,3,3,0,2,2,2,1,-1,1,1,2,3,-1,2,3,1,1,1,3,1,1,23,,,,1,,,,5,4,1,48105,1,2,2,3,-2,-2,1500,42.30679321,-83.7059021,-1
R_0ewtCZiM1fZRAdP,,Anonymous,,,162.193.23.43,0,7/6/20 21:29,7/6/20 21:35,1,8,0.8,1.398411798,1,0.2,0.447213595,4,0.8,0.447213595,A1ATL3G98SFW4V,0,100,0,4,Ask agreed answer rather joy nature admire wisdom? An fail up so shot leaf wise in!,1,Ask agreed answer rather joy nature admire wisdom? An fail up so shot leaf wise in!,2,2,2,0,2,-2,0,0,2,0,-2,1,1,0,1,0,1,1,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,1,-1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,-1,1,1,0,1,1,0,2,1,0,0,2,2,0,1,0,0,1,2,2,2,2,0,1,0,29,,,,1,,,,5,6,1,78045,1,1,1,2,-2,-2,100,29.69180298,-95.65260315,-1
R_1g6jASzdNeabfKI,,Anonymous,,,107.205.132.212,0,7/6/20 21:29,7/6/20 21:35,1,8,0.8,2.440400696,0,0,0,5,1,0,A21TGZU9EXJ272,0,100,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,-3,-2,2,3,2,-2,2,-3,-2,-3,-2,0,1,0,1,0,1,0,1,1,0,-2,1,-2,-2,-1,-2,-1,-1,1,1,-1,3,3,3,-1,3,0,-3,-2,1,-3,-3,3,-3,-3,2,-3,-3,-3,3,-3,-3,1,3,-1,3,3,-3,3,3,0,3,2,2,0,1,3,-2,-2,-2,1,0,2,2,2,-1,3,1,1,43,,,,1,,,,2,10,1,70070,2,3,7,-3,3,3,10000,29.92840576,-90.36849976,-1
R_21pp6sFLgHQOy08,,Anonymous,,,67.163.169.138,0,7/6/20 21:30,7/6/20 21:36,1,-16,-1.6,0.843274043,3,0.6,0.547722558,0,0,0,A22DL4DE4DYB0,2,98.07692308,0,10,"Hand two, was eat busy fail? Be acceptance at precaution astonished excellence thoroughly is entreaties!",1,"Hand two, was eat busy fail! Be acceptance at precaution astonished excellence thoroughly is entreaties?",-2,2,-2,1,-1,0,-2,1,-3,2,-2,1,0,1,1,0,0,1,0,0,1,1,-2,1,1,1,1,2,2,-2,-1,2,0,-1,1,3,-1,-1,0,1,1,-1,-2,2,-2,-1,1,-1,-3,-3,1,-1,-3,2,3,1,2,2,-1,3,1,0,3,2,2,-1,-2,1,-1,1,1,-1,1,-2,1,0,1,2,1,0,28,,,,1,,,,5,3,1,26508,3,2,1,0,-1,-1,25000,39.5953064,-79.92289734,-1
R_2tKHzoh4ApflBOl,,Anonymous,,,45.4.199.87,0,7/6/20 21:30,7/6/20 21:36,1,-1,-0.1,2.514402955,3,0.6,0.547722558,2,0.4,0.547722558,A1UWYGAHGSMUDL,12,87.87878788,1,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"consider, no my am overcame yourself throwing sociable.My solid by stuff first smile fan",3,3,1,2,3,3,2,2,2,2,2,1,0,1,1,0,0,1,1,0,0,-2,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-2,-2,-3,-3,-3,-2,-3,-2,-3,-2,-1,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-3,-2,-2,2,2,2,3,3,3,3,2,3,2,3,2,3,3,2,2,1,0,29,,,,1,,,,5,8,1,10002,2,2,6,3,2,3,10,40.75030518,-74.00140381,-1
R_0chywrjLnQGupLX,,Anonymous,,,97.113.130.178,0,7/6/20 21:29,7/6/20 21:36,1,-14,-1.4,0.516397779,3,0.6,0.547722558,0,0,0,AQJU0QTBRKJ3,0,100,0,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",-2,1,-1,2,-1,1,-2,1,-2,1,-2,1,0,1,1,0,0,1,0,0,1,1,-1,0,0,-1,0,1,1,1,0,1,1,1,0,-1,0,-1,-1,1,1,-2,-2,2,-2,-2,2,-2,-2,-2,2,-2,-2,0,2,2,2,2,-2,2,2,0,0,1,1,-2,-2,-1,-2,1,1,1,1,-1,1,1,1,0,1,0,42,,,,1,,,,5,8,1,98003,2,2,1,3,-3,-3,8422,47.57409668,-122.3974991,-1
R_3HBvSx43tJaFqOG,,Anonymous,,,68.43.95.173,0,7/6/20 21:30,7/6/20 21:36,1,3,0.3,0.948683298,1,0.2,0.447213595,1,0.2,0.447213595,A3T9WZOUQGE2UW,3,96.875,0,6,"Rose you wife, how set lady half wish? Welcomed stronger if steepest an suitable finished of oh!",1,"Rose you wife, how set lady half wish!  Welcomed stronger if steepest an suitable finished of oh?",-1,-1,1,1,1,-1,1,0,-1,-1,-2,0,1,1,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,1,0,0,-1,0,-1,-1,0,-2,0,0,0,-2,-1,0,0,-1,1,1,0,1,1,0,1,0,0,3,1,3,-2,-2,0,-2,2,1,-1,1,1,2,0,1,1,1,1,39,,,,1,,,,5,9,1,48146,2,2,6,1,-1,1,140000,42.23849487,-83.17829895,-1
R_YaX3QI4bd6E9OXD,,Anonymous,,,69.143.168.234,0,7/6/20 21:29,7/6/20 21:36,1,7,0.7,1.418136492,2,0.4,0.547722558,4,0.8,0.447213595,A2V4DP31BEVABF,0,100,0,11,"Now, months esteem oppose nearer enable too six. Affixed offence spirits or you of offices between!",1,"Now, months esteem oppose nearer enable too six. Affixed offence spirits or you of offices between!",2,1,2,-2,2,-2,-1,1,0,0,-2,0,0,1,1,0,1,1,1,1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,-1,1,-1,0,0,-1,0,1,0,0,0,1,0,-2,0,2,0,2,0,0,-1,-1,0,-1,1,0,1,1,0,2,1,1,1,1,0,34,,1,,,,,,4,1,1,20910,1,1,4,1,-1,1,4000,39.00419617,-77.10749817,-1
R_2428X2SJkocmGBX,,Anonymous,,,23.242.160.135,0,7/6/20 21:28,7/6/20 21:36,1,0,0,0,1,0.2,0.447213595,1,0.2,0.447213595,A1N53V41FMCR7Q,113,-14.14141414,1,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"He my polite be object oh change! Consider, no my am overcame yourself throwing sociable children. Hastily her totally conduct may? My solid by stuff first smile fan? Humoured how advanced miss elegance sir who.",0,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,0,1,1,0,1,2,-3,-3,-2,3,-3,-1,0,0,-3,0,0,1,0,0,-3,0,-3,-1,0,-3,-3,3,-3,-2,2,0,-3,-2,0,-3,-3,0,2,2,3,2,-3,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,,1,,,,,,5,8,1,92122,1,1,1,0,-1,1,3000,34.21060181,-118.8715973,-1
R_6u0x5ZsWx3YPpND,,Anonymous,,,206.198.204.40,0,7/6/20 21:31,7/6/20 21:36,1,-4,-0.4,1.95505044,3,0.6,0.547722558,0,0,0,A153HLAVH5FILS,0,100,0,5,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,1,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,-2,-2,-3,2,-2,-1,1,-2,-2,-1,-2,0,0,1,0,0,0,1,0,0,1,-1,1,-1,-1,-1,-2,-1,-1,2,2,-1,2,2,1,-1,2,2,1,-1,2,-2,-2,2,-2,-2,2,-2,-2,-2,2,-2,-1,2,2,1,2,2,-2,2,2,0,1,1,2,2,-2,-1,1,2,2,1,2,3,3,2,2,2,1,1,34,,,,1,,,,5,6,1,56329,3,3,7,2,-2,-2,500,45.73640442,-94.165802,-1
R_eWgpQzbVuMIDfDX,,Anonymous,,,104.35.78.31,0,7/6/20 21:29,7/6/20 21:37,1,11,1.1,2.024845673,1,0.2,0.447213595,4,0.8,0.447213595,A1A6UVH1CCP8CD,0,100,0,2,Certainty say his him collected intention promotion! Views abode law heard jokes too!,1,Certainty say his him collected intention promotion! Views abode law heard jokes too!,3,0,3,3,2,-3,3,0,0,0,-2,0,1,0,1,1,1,0,1,0,0,0,-3,1,2,0,2,0,0,-2,0,1,0,0,1,0,0,0,-3,0,1,1,0,1,-1,0,1,-1,-1,0,1,0,-2,1,2,0,0,0,0,1,0,0,2,2,3,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,31,,,,,,1,,1,8,1,92377,2,2,7,0,2,2,1000,34.02839661,-117.2872009,-1
R_3Pq2IM5iCuV95qO,,Anonymous,,,75.131.106.237,0,7/6/20 21:29,7/6/20 21:37,1,-17,-1.7,1.251665557,0,0,0,2,0.4,0.547722558,AH00EJ6PK1H3A,0,100,0,5,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,1,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,-3,2,0,3,-3,2,0,2,-2,0,-2,0,1,0,1,0,1,0,0,0,1,0,-2,1,1,1,1,1,1,0,0,2,-1,-1,-2,0,0,-1,0,1,1,-1,-1,0,-1,0,1,-2,0,-2,0,-2,-1,0,0,1,2,0,-2,1,2,0,3,2,2,-1,-2,2,-2,-1,1,0,0,1,-1,0,0,2,1,0,36,,,,1,,,,2,5,1,48609,1,2,1,0,-3,-3,1000,43.4282074,-83.97640228,-1
R_1NE9hl1NvaSU8F5,,Anonymous,,,45.31.141.149,0,7/6/20 21:31,7/6/20 21:37,1,1,0.1,1.286683938,3,0.6,0.547722558,0,0,0,AY6EYIDUN6SI1,0,100,0,6,"Rose you wife, how set lady half wish? Welcomed stronger if steepest an suitable finished of oh!",1,"Rose you wife, how set lady half wish? Welcomed stronger if steepest an suitable finished of oh!",1,1,1,1,2,-1,-1,-1,-2,0,-2,1,0,1,1,0,0,1,0,0,1,1,-1,0,0,2,-2,1,1,-1,-1,3,1,-1,1,1,-2,-1,-1,1,-1,-1,-1,2,-2,-2,1,-2,-3,-3,1,-2,-1,1,3,1,2,1,1,2,3,0,3,3,3,1,-3,-2,1,1,2,1,2,2,2,1,2,3,1,1,26,,1,,,,,,5,9,1,63366,2,2,7,0,-2,1,500,35.34579468,-82.51380157,-1
R_1KUauqKlXOXoHbH,,Anonymous,,,174.28.88.113,0,7/6/20 21:30,7/6/20 21:37,1,0,0,1.56347192,0,0,0,5,1,0,A3EXEK028GISUY,6,95.23809524,0,20,Thoroughly estimating introduced stimulated why but motionless? As departure at no propriety zealously dear rent if girl view!,1,thoroughly estimating introduced stimulated why but motionless!  as depature at no propriety zealously dear rent if girl view?,2,1,1,2,1,2,1,1,2,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,2,2,0,1,1,1,0,2,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,25,1,,,,,,,6,3,1,90201,2,2,5,2,1,2,50,35.15179443,-106.5789032,-1
R_9YO5WOoAnCQ7RiV,,Anonymous,,,173.94.3.139,0,7/6/20 21:29,7/6/20 21:37,1,0,0,2.260776661,4,0.8,0.447213595,3,0.6,0.547722558,A10PP7EID8P1YJ,142,-21.36752137,1,5,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,1,Needed feebly dining oh talked wisdom oppose at! Applauded use attempted strangers now are concluded had. It is tried no added purse shall no on truth.Pleased anxious or as in by viewing forbade minutes prevent? Too leave had those get being led weeks blind.,2,1,1,1,2,3,2,2,3,3,2,1,0,0,0,1,0,1,1,1,0,1,3,3,2,3,3,1,3,3,2,2,2,1,1,3,2,2,2,2,3,1,3,3,3,2,2,3,2,2,2,3,1,3,3,2,2,3,2,1,2,2,-1,-1,0,1,0,1,1,-1,0,2,1,1,2,2,0,0,1,0,35,,,1,,,,,5,7,1,27028,1,1,5,-3,3,3,300,36.29420471,-80.3608017,-1
R_3Em3oAQwEJ3rilW,,Anonymous,,,73.79.83.42,0,7/6/20 21:29,7/6/20 21:37,1,8,0.8,1.619327707,2,0.4,0.547722558,0,0,0,A2IZAD6SRVCPRY,0,100,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,-2,-1,-1,1,-2,2,-2,-3,-1,-1,0,0,1,1,0,0,1,0,0,1,0,1,3,1,-1,2,-1,0,1,-1,0,-1,-1,-1,1,1,0,2,-1,1,1,2,-2,2,2,-3,-2,1,2,-1,2,1,-2,-3,-1,-2,-1,2,-2,-3,0,2,2,2,2,0,1,-1,-1,1,-1,0,1,1,1,-1,-1,1,0,27,,,,1,,,,5,5,1,15224,1,3,2,1,-2,-1,2600,40.47250366,-79.9108963,-1
